,req_info,t,req_id,pl_num
818,722,0,[0 0 0 0],0
819,723,0,[0 0 0 0],13
820,724,246,[656   0   1   0],13
821,725,247,[1489    1    0    0],0
822,726,446,[65  1  1  2],0
823,727,447,[29  0  0  1],2
824,728,0,[0 0 0 0],5
825,729,0,[0 0 0 0],13
826,730,248,[87  1  0  0],13
827,730,248,[71  1  0  2],0
828,731,0,[0 0 0 0],2
829,732,0,[0 0 0 0],13
830,733,249,[196   1   1   0],13
831,733,249,[54  0  1  1],0
832,734,0,[0 0 0 0],5
833,735,0,[0 0 0 0],13
834,736,0,[0 0 0 0],13
835,737,0,[0 0 0 0],13
836,738,250,[96  1  1  0],13
837,739,0,[0 0 0 0],0
838,740,0,[0 0 0 0],13
839,741,0,[0 0 0 0],13
840,742,450,[47  1  0  1],13
841,743,451,[71  1  1  2],5
842,743,451,[45  0  0  1],12
843,744,0,[0 0 0 0],5
844,745,251,[560   1   0   0],13
845,745,251,[83  0  0  0],0
846,746,0,[0 0 0 0],0
847,747,0,[0 0 0 0],13
848,748,0,[0 0 0 0],13
849,749,0,[0 0 0 0],13
850,750,454,[56  1  0  1],13
851,750,454,[72  1  1  2],5
852,751,0,[0 0 0 0],12
853,752,0,[0 0 0 0],13
854,753,0,[0 0 0 0],13
855,754,455,[112   1   0   2],13
856,754,455,[19  1  1  0],2
857,755,456,[36  0  1  1],0
858,755,456,[41  1  1  0],8
859,755,456,[3 0 1 1],0
860,756,0,[0 0 0 0],5
861,757,0,[0 0 0 0],13
862,758,0,[0 0 0 0],13
863,759,0,[0 0 0 0],13
864,760,0,[0 0 0 0],13
865,761,0,[0 0 0 0],13
866,762,255,[1367    0    1    0],13
867,763,458,[21  0  1  1],0
868,763,458,[5 1 0 0],5
869,764,0,[0 0 0 0],0
870,765,0,[0 0 0 0],13
871,766,0,[0 0 0 0],13
872,767,459,[68  1  1  2],13
873,768,0,[0 0 0 0],12
874,769,0,[0 0 0 0],13
875,770,460,[34  1  1  1],13
876,771,257,[426   0   1   0],5
877,772,461,[94  1  0  2],10
878,773,0,[0 0 0 0],2
879,774,0,[0 0 0 0],13
880,775,0,[0 0 0 0],13
881,776,0,[0 0 0 0],13
882,777,0,[0 0 0 0],13
883,778,0,[0 0 0 0],13
884,779,462,[40  0  1  1],13
885,780,0,[0 0 0 0],2
886,781,0,[0 0 0 0],13
887,782,0,[0 0 0 0],13
888,783,0,[0 0 0 0],13
889,784,0,[0 0 0 0],13
890,785,463,[61  1  1  2],13
891,786,0,[0 0 0 0],2
892,787,259,[590   0   1   0],13
893,787,259,[627   1   1   0],0
894,788,0,[0 0 0 0],0
895,789,0,[0 0 0 0],13
896,790,0,[0 0 0 0],13
897,791,0,[0 0 0 0],13
898,792,0,[0 0 0 0],13
899,793,0,[0 0 0 0],13
900,794,260,[373   0   1   0],13
901,795,0,[0 0 0 0],0
902,796,0,[0 0 0 0],13
903,797,0,[0 0 0 0],13
904,798,0,[0 0 0 0],13
905,799,0,[0 0 0 0],13
906,800,0,[0 0 0 0],13
907,801,0,[0 0 0 0],13
908,802,261,[560   1   0   0],13
909,803,0,[0 0 0 0],0
910,804,262,[1432    0    1    0],13
911,805,0,[0 0 0 0],0
912,806,0,[0 0 0 0],13
913,807,0,[0 0 0 0],13
914,808,0,[0 0 0 0],13
915,809,0,[0 0 0 0],13
916,810,0,[0 0 0 0],13
917,811,0,[0 0 0 0],13
918,812,0,[0 0 0 0],13
919,813,0,[0 0 0 0],13
920,814,263,[96  0  0  0],13
921,815,0,[0 0 0 0],0
922,816,264,[1349    1    1    0],13
923,817,0,[0 0 0 0],0
924,818,0,[0 0 0 0],13
925,819,0,[0 0 0 0],13
926,820,0,[0 0 0 0],13
927,821,265,[479   0   0   0],13
928,822,0,[0 0 0 0],0
929,823,266,[471   0   1   0],13
930,824,0,[0 0 0 0],0
931,825,267,[425   0   1   0],13
932,826,0,[0 0 0 0],0
933,827,0,[0 0 0 0],13
934,828,0,[0 0 0 0],13
935,829,0,[0 0 0 0],13
936,830,0,[0 0 0 0],13
937,831,0,[0 0 0 0],13
938,832,268,[314   1   1   0],13
939,833,0,[0 0 0 0],0
940,834,0,[0 0 0 0],13
941,835,0,[0 0 0 0],13
942,836,0,[0 0 0 0],13
943,837,0,[0 0 0 0],13
944,838,0,[0 0 0 0],13
945,839,0,[0 0 0 0],13
946,840,0,[0 0 0 0],13
947,841,0,[0 0 0 0],13
948,842,269,[71  0  1  0],13
949,843,270,[704   1   0   0],0
950,844,0,[0 0 0 0],0
951,845,0,[0 0 0 0],13
952,846,0,[0 0 0 0],13
953,847,0,[0 0 0 0],13
954,848,0,[0 0 0 0],13
955,849,271,[94  1  0  0],13
956,849,271,[316   0   1   0],0
957,850,0,[0 0 0 0],0
958,851,0,[0 0 0 0],13
959,852,0,[0 0 0 0],13
960,853,0,[0 0 0 0],13
961,854,0,[0 0 0 0],13
962,855,0,[0 0 0 0],13
963,856,0,[0 0 0 0],13
964,857,273,[293   0   1   0],13
965,858,464,[37  0  1  1],0
966,859,0,[0 0 0 0],5
967,860,0,[0 0 0 0],13
968,861,0,[0 0 0 0],13
969,862,0,[0 0 0 0],13
970,863,465,[66  0  1  2],13
971,864,0,[0 0 0 0],12
972,865,0,[0 0 0 0],13
973,866,0,[0 0 0 0],13
974,867,0,[0 0 0 0],13
975,868,0,[0 0 0 0],13
976,869,0,[0 0 0 0],13
977,870,0,[0 0 0 0],13
978,871,274,[582   1   1   0],13
979,872,275,[725   1   0   0],0
980,873,0,[0 0 0 0],0
981,874,0,[0 0 0 0],13
982,875,466,[64  0  1  2],13
983,876,276,[856   1   0   0],12
984,877,0,[0 0 0 0],0
985,878,0,[0 0 0 0],13
986,879,277,[43  1  0  0],13
987,879,277,[162   1   1   0],0
988,880,0,[0 0 0 0],0
989,881,0,[0 0 0 0],13
990,882,279,[43  0  1  0],13
991,883,0,[0 0 0 0],7
992,884,0,[0 0 0 0],13
993,885,0,[0 0 0 0],13
994,886,280,[73  0  1  0],13
995,887,0,[0 0 0 0],1
996,888,0,[0 0 0 0],13
997,889,467,[73  0  1  2],13
998,890,0,[0 0 0 0],12
999,891,0,[0 0 0 0],13
1000,892,0,[0 0 0 0],13
1001,893,0,[0 0 0 0],13
1002,894,0,[0 0 0 0],13
1003,895,0,[0 0 0 0],13
1004,896,0,[0 0 0 0],13
1005,897,0,[0 0 0 0],13
1006,898,0,[0 0 0 0],13
1007,899,281,[239   1   1   0],13
1008,900,0,[0 0 0 0],0
1009,901,0,[0 0 0 0],13
1010,902,0,[0 0 0 0],13
1011,903,0,[0 0 0 0],13
1012,904,0,[0 0 0 0],13
1013,905,0,[0 0 0 0],13
1014,906,0,[0 0 0 0],13
1015,907,0,[0 0 0 0],13
1016,908,0,[0 0 0 0],13
1017,909,282,[790   1   0   0],13
1018,910,0,[0 0 0 0],0
1019,911,0,[0 0 0 0],13
1020,912,0,[0 0 0 0],13
1021,913,0,[0 0 0 0],13
1022,914,283,[626   1   0   0],13
1023,915,284,[12  1  0  0],0
1024,916,0,[0 0 0 0],0
1025,917,285,[395   0   1   0],13
1026,918,0,[0 0 0 0],0
1027,919,0,[0 0 0 0],13
1028,920,0,[0 0 0 0],13
1029,921,0,[0 0 0 0],13
1030,922,286,[15  0  0  0],13
1031,923,287,[613   1   1   0],0
1032,924,0,[0 0 0 0],0
1033,925,288,[576   1   0   0],13
1034,926,0,[0 0 0 0],0
1035,927,0,[0 0 0 0],13
1036,928,0,[0 0 0 0],13
1037,929,289,[680   0   0   0],13
1038,930,0,[0 0 0 0],0
1039,931,0,[0 0 0 0],13
1040,932,0,[0 0 0 0],13
1041,933,0,[0 0 0 0],13
1042,934,0,[0 0 0 0],13
1043,935,0,[0 0 0 0],13
1044,936,0,[0 0 0 0],13
1045,937,0,[0 0 0 0],13
1046,938,0,[0 0 0 0],13
1047,939,0,[0 0 0 0],13
1048,940,0,[0 0 0 0],13
1049,941,0,[0 0 0 0],13
1050,942,0,[0 0 0 0],13
1051,943,0,[0 0 0 0],13
1052,944,0,[0 0 0 0],13
1053,945,0,[0 0 0 0],13
1054,946,0,[0 0 0 0],13
1055,947,0,[0 0 0 0],13
1056,948,0,[0 0 0 0],13
1057,949,0,[0 0 0 0],13
1058,950,0,[0 0 0 0],13
1059,951,0,[0 0 0 0],13
1060,952,0,[0 0 0 0],13
1061,953,0,[0 0 0 0],13
1062,954,0,[0 0 0 0],13
1063,955,290,[634   1   0   0],13
1064,956,0,[0 0 0 0],0
1065,957,0,[0 0 0 0],13
1066,958,0,[0 0 0 0],13
1067,959,0,[0 0 0 0],13
1068,960,0,[0 0 0 0],13
1069,961,0,[0 0 0 0],13
1070,962,0,[0 0 0 0],13
1071,963,0,[0 0 0 0],13
1072,964,0,[0 0 0 0],13
1073,965,0,[0 0 0 0],13
1074,966,291,[510   0   0   0],13
1075,966,291,[1347    1    1    0],0
1076,967,0,[0 0 0 0],0
1077,968,0,[0 0 0 0],13
1078,969,0,[0 0 0 0],13
1079,970,0,[0 0 0 0],13
1080,971,293,[561   0   0   0],13
1081,971,293,[637   0   0   0],7
1082,972,0,[0 0 0 0],0
1083,973,0,[0 0 0 0],13
1084,974,295,[409   1   0   0],13
1085,975,0,[0 0 0 0],1
1086,976,0,[0 0 0 0],13
1087,977,0,[0 0 0 0],13
1088,978,0,[0 0 0 0],13
1089,979,0,[0 0 0 0],13
1090,980,0,[0 0 0 0],13
1091,981,0,[0 0 0 0],13
1092,982,0,[0 0 0 0],13
1093,983,0,[0 0 0 0],13
1094,984,0,[0 0 0 0],13
1095,985,0,[0 0 0 0],13
1096,986,0,[0 0 0 0],13
1097,987,0,[0 0 0 0],13
1098,988,296,[165   0   0   0],13
1099,989,0,[0 0 0 0],0
1100,990,0,[0 0 0 0],13
1101,991,297,[733   0   1   0],13
1102,992,0,[0 0 0 0],0
1103,993,0,[0 0 0 0],13
1104,994,0,[0 0 0 0],13
1105,995,0,[0 0 0 0],13
1106,996,0,[0 0 0 0],13
1107,997,0,[0 0 0 0],13
1108,998,0,[0 0 0 0],13
1109,999,298,[589   0   0   0],13
1110,1000,0,[0 0 0 0],0
1111,1001,0,[0 0 0 0],13
1112,1002,0,[0 0 0 0],13
1113,1003,0,[0 0 0 0],13
1114,1004,0,[0 0 0 0],13
1115,1005,0,[0 0 0 0],13
1116,1006,299,[1115    0    0    0],13
1117,1007,0,[0 0 0 0],0
1118,1008,0,[0 0 0 0],13
1119,1009,0,[0 0 0 0],13
1120,1010,0,[0 0 0 0],13
1121,1011,0,[0 0 0 0],13
1122,1012,300,[955   0   0   0],13
1123,1013,0,[0 0 0 0],0
1124,1014,301,[316   0   0   0],13
1125,1015,0,[0 0 0 0],1
1126,1016,302,[873   1   1   0],13
1127,1017,0,[0 0 0 0],0
1128,1018,303,[704   0   0   0],13
1129,1019,0,[0 0 0 0],0
1130,1020,0,[0 0 0 0],13
1131,1021,0,[0 0 0 0],13
1132,1022,0,[0 0 0 0],13
1133,1023,0,[0 0 0 0],13
1134,1024,0,[0 0 0 0],13
1135,1025,0,[0 0 0 0],13
1136,1026,0,[0 0 0 0],13
1137,1027,0,[0 0 0 0],13
1138,1028,0,[0 0 0 0],13
1139,1029,0,[0 0 0 0],13
1140,1030,0,[0 0 0 0],13
1141,1031,304,[651   0   1   0],13
1142,1032,305,[377   0   0   0],0
1143,1033,0,[0 0 0 0],7
1144,1034,306,[149   1   1   0],13
1145,1035,0,[0 0 0 0],0
1146,1036,307,[1406    1    0    0],13
1147,1037,308,[590   0   1   0],0
1148,1038,468,[69  0  1  2],0
1149,1039,0,[0 0 0 0],12
1150,1040,0,[0 0 0 0],13
1151,1041,309,[572   1   0   0],13
1152,1042,310,[557   1   1   0],0
1153,1043,0,[0 0 0 0],0
1154,1044,311,[21  1  1  0],13
1155,1045,0,[0 0 0 0],0
1156,1046,312,[761   0   1   0],13
1157,1047,0,[0 0 0 0],0
1158,1048,0,[0 0 0 0],13
1159,1049,0,[0 0 0 0],13
1160,1050,0,[0 0 0 0],13
1161,1051,0,[0 0 0 0],13
1162,1052,0,[0 0 0 0],13
1163,1053,0,[0 0 0 0],13
1164,1054,0,[0 0 0 0],13
1165,1055,313,[650   0   1   0],13
1166,1056,0,[0 0 0 0],0
1167,1057,0,[0 0 0 0],13
1168,1058,314,[92  0  1  0],13
1169,1059,0,[0 0 0 0],0
1170,1060,315,[792   0   1   0],13
1171,1061,0,[0 0 0 0],0
1172,1062,0,[0 0 0 0],13
1173,1063,317,[934   0   1   0],13
1174,1063,317,[678   1   0   0],0
1175,1064,0,[0 0 0 0],0
1176,1065,0,[0 0 0 0],13
1177,1066,318,[589   1   1   0],13
1178,1067,0,[0 0 0 0],0
1179,1068,0,[0 0 0 0],13
1180,1069,319,[1494    1    0    0],13
1181,1070,0,[0 0 0 0],0
1182,1071,320,[1470    1    1    0],13
1183,1072,0,[0 0 0 0],0
1184,1073,0,[0 0 0 0],13
1185,1074,0,[0 0 0 0],13
1186,1075,0,[0 0 0 0],13
1187,1076,0,[0 0 0 0],13
1188,1077,0,[0 0 0 0],13
1189,1078,321,[366   0   0   0],13
1190,1079,0,[0 0 0 0],0
1191,1080,0,[0 0 0 0],13
1192,1081,0,[0 0 0 0],13
1193,1082,0,[0 0 0 0],13
1194,1083,0,[0 0 0 0],13
1195,1084,0,[0 0 0 0],13
1196,1085,0,[0 0 0 0],13
1197,1086,323,[231   1   0   0],13
1198,1086,323,[512   0   1   0],0
1199,1087,469,[75  1  0  2],0
1200,1088,324,[422   1   0   0],12
1201,1089,326,[1158    1    0    0],0
1202,1089,326,[747   0   0   0],0
1203,1090,0,[0 0 0 0],0
1204,1091,0,[0 0 0 0],13
1205,1092,0,[0 0 0 0],13
1206,1093,0,[0 0 0 0],13
1207,1094,0,[0 0 0 0],13
1208,1095,0,[0 0 0 0],13
1209,1096,470,[41  1  0  1],13
1210,1097,327,[829   1   1   0],5
1211,1097,327,[1303    1    0    0],0
1212,1098,0,[0 0 0 0],0
1213,1099,0,[0 0 0 0],13
1214,1100,329,[350   0   0   0],13
1215,1101,0,[0 0 0 0],0
1216,1102,330,[66  1  1  0],13
1217,1103,0,[0 0 0 0],0
1218,1104,0,[0 0 0 0],13
1219,1105,471,[53  1  0  1],13
1220,1106,0,[0 0 0 0],5
1221,1107,0,[0 0 0 0],13
1222,1108,0,[0 0 0 0],13
1223,1109,331,[158   1   0   0],13
1224,1110,0,[0 0 0 0],0
1225,1111,332,[783   0   0   0],13
1226,1112,0,[0 0 0 0],0
1227,1113,0,[0 0 0 0],13
1228,1114,0,[0 0 0 0],13
1229,1115,0,[0 0 0 0],13
1230,1116,0,[0 0 0 0],13
1231,1117,0,[0 0 0 0],13
1232,1118,0,[0 0 0 0],13
1233,1119,333,[429   0   0   0],13
1234,1120,0,[0 0 0 0],0
1235,1121,0,[0 0 0 0],13
1236,1122,334,[647   1   0   0],13
1237,1123,0,[0 0 0 0],0
1238,1124,0,[0 0 0 0],13
1239,1125,0,[0 0 0 0],13
1240,1126,0,[0 0 0 0],13
1241,1127,0,[0 0 0 0],13
1242,1128,0,[0 0 0 0],13
1243,1129,0,[0 0 0 0],13
1244,1130,0,[0 0 0 0],13
1245,1131,0,[0 0 0 0],13
1246,1132,0,[0 0 0 0],13
1247,1133,335,[685   0   1   0],13
1248,1134,0,[0 0 0 0],0
1249,1135,0,[0 0 0 0],13
1250,1136,0,[0 0 0 0],13
1251,1137,0,[0 0 0 0],13
1252,1138,0,[0 0 0 0],13
1253,1139,336,[631   0   0   0],13
1254,1140,337,[1187    1    0    0],1
1255,1141,0,[0 0 0 0],0
1256,1142,338,[1093    0    0    0],13
1257,1143,0,[0 0 0 0],0
1258,1144,0,[0 0 0 0],13
1259,1145,339,[367   0   0   0],13
1260,1146,0,[0 0 0 0],0
1261,1147,340,[278   1   0   0],13
1262,1148,0,[0 0 0 0],0
1263,1149,472,[53  1  0  1],13
1264,1150,0,[0 0 0 0],5
1265,1151,0,[0 0 0 0],13
1266,1152,0,[0 0 0 0],13
1267,1153,341,[376   0   0   0],13
1268,1153,341,[509   1   1   0],10
1269,1154,0,[0 0 0 0],10
1270,1155,343,[1421    0    0    0],13
1271,1156,473,[53  1  0  1],0
1272,1157,0,[0 0 0 0],5
1273,1158,0,[0 0 0 0],13
1274,1159,0,[0 0 0 0],13
1275,1160,344,[429   0   1   0],13
1276,1160,344,[1392    0    1    0],0
1277,1161,0,[0 0 0 0],0
1278,1162,0,[0 0 0 0],13
1279,1163,0,[0 0 0 0],13
1280,1164,0,[0 0 0 0],13
1281,1165,0,[0 0 0 0],13
1282,1166,0,[0 0 0 0],13
1283,1167,0,[0 0 0 0],13
1284,1168,0,[0 0 0 0],13
1285,1169,0,[0 0 0 0],13
1286,1170,0,[0 0 0 0],13
1287,1171,0,[0 0 0 0],13
1288,1172,346,[482   1   1   0],13
1289,1173,0,[0 0 0 0],10
1290,1174,0,[0 0 0 0],13
1291,1175,0,[0 0 0 0],13
1292,1176,0,[0 0 0 0],13
1293,1177,0,[0 0 0 0],13
1294,1178,347,[1358    1    1    0],13
1295,1179,348,[252   0   1   0],0
1296,1180,0,[0 0 0 0],0
1297,1181,0,[0 0 0 0],13
1298,1182,0,[0 0 0 0],13
1299,1183,0,[0 0 0 0],13
1300,1184,349,[423   0   0   0],13
1301,1185,0,[0 0 0 0],4
1302,1186,0,[0 0 0 0],13
1303,1187,0,[0 0 0 0],13
1304,1188,0,[0 0 0 0],13
1305,1189,0,[0 0 0 0],13
1306,1190,0,[0 0 0 0],13
1307,1191,0,[0 0 0 0],13
1308,1192,0,[0 0 0 0],13
1309,1193,0,[0 0 0 0],13
1310,1194,0,[0 0 0 0],13
1311,1195,0,[0 0 0 0],13
1312,1196,350,[348   1   1   0],13
1313,1197,351,[650   1   0   0],0
1314,1198,0,[0 0 0 0],0
1315,1199,0,[0 0 0 0],13
1316,1200,0,[0 0 0 0],13
1317,1201,352,[390   0   0   0],13
1318,1202,0,[0 0 0 0],0
1319,1203,353,[1316    0    1    0],13
1320,1204,354,[9 1 0 0],0
1321,1205,355,[665   0   1   0],10
1322,1206,0,[0 0 0 0],0
1323,1207,0,[0 0 0 0],13
1324,1208,0,[0 0 0 0],13
1325,1209,356,[1358    0    0    0],13
1326,1210,0,[0 0 0 0],0
1327,1211,357,[1124    1    1    0],13
1328,1212,358,[1490    0    0    0],0
1329,1213,359,[269   0   1   0],0
1330,1214,360,[659   0   0   0],0
1331,1215,0,[0 0 0 0],0
1332,1216,0,[0 0 0 0],13
1333,1217,0,[0 0 0 0],13
1334,1218,0,[0 0 0 0],13
1335,1219,361,[1512    1    1    0],13
1336,1220,362,[601   1   1   0],0
1337,1221,0,[0 0 0 0],10
1338,1222,363,[466   1   0   0],13
1339,1223,0,[0 0 0 0],1
1340,1224,364,[272   0   1   0],13
1341,1225,365,[101   1   1   0],0
1342,1226,0,[0 0 0 0],0
1343,1227,366,[275   0   0   0],13
1344,1228,367,[1388    0    0    0],0
1345,1229,0,[0 0 0 0],0
1346,1230,474,[26  0  0  1],13
1347,1231,0,[0 0 0 0],2
1348,1232,368,[1127    0    1    0],13
1349,1233,0,[0 0 0 0],0
1350,1234,0,[0 0 0 0],13
1351,1235,0,[0 0 0 0],13
1352,1236,369,[779   0   1   0],13
1353,1237,0,[0 0 0 0],0
1354,1238,370,[796   1   1   0],13
1355,1239,475,[66  0  0  2],0
1356,1240,0,[0 0 0 0],12
1357,1241,0,[0 0 0 0],13
1358,1242,0,[0 0 0 0],13
1359,1243,0,[0 0 0 0],13
1360,1244,371,[937   1   0   0],13
1361,1245,476,[60  1  0  1],0
1362,1246,372,[836   0   1   0],5
1363,1247,373,[1241    1    1    0],0
1364,1248,374,[1356    1    1    0],0
1365,1249,0,[0 0 0 0],0
1366,1250,375,[749   0   1   0],13
1367,1251,0,[0 0 0 0],0
1368,1252,0,[0 0 0 0],13
1369,1253,0,[0 0 0 0],13
1370,1254,376,[813   0   0   0],13
1371,1255,377,[153   1   0   0],0
1372,1256,0,[0 0 0 0],0
1373,1257,0,[0 0 0 0],13
1374,1258,378,[690   1   1   0],13
1375,1258,378,[586   1   0   0],1
1376,1259,0,[0 0 0 0],0
1377,1260,0,[0 0 0 0],13
1378,1261,0,[0 0 0 0],13
1379,1262,0,[0 0 0 0],13
1380,1263,0,[0 0 0 0],13
1381,1264,0,[0 0 0 0],13
1382,1265,0,[0 0 0 0],13
1383,1266,0,[0 0 0 0],13
1384,1267,0,[0 0 0 0],13
1385,1268,0,[0 0 0 0],13
1386,1269,380,[526   1   0   0],13
1387,1270,0,[0 0 0 0],0
1388,1271,0,[0 0 0 0],13
1389,1272,381,[856   0   1   0],13
1390,1273,0,[0 0 0 0],0
1391,1274,0,[0 0 0 0],13
1392,1275,0,[0 0 0 0],13
1393,1276,0,[0 0 0 0],13
1394,1277,382,[323   1   1   0],13
1395,1278,0,[0 0 0 0],10
1396,1279,0,[0 0 0 0],13
1397,1280,383,[585   1   1   0],13
1398,1281,0,[0 0 0 0],10
1399,1282,0,[0 0 0 0],13
1400,1283,477,[67  1  1  2],13
1401,1284,0,[0 0 0 0],12
1402,1285,0,[0 0 0 0],13
1403,1286,384,[576   1   0   0],13
1404,1287,0,[0 0 0 0],0
1405,1288,0,[0 0 0 0],13
1406,1289,0,[0 0 0 0],13
1407,1290,478,[57  0  1  1],13
1408,1291,0,[0 0 0 0],11
1409,1292,0,[0 0 0 0],13
1410,1293,0,[0 0 0 0],13
1411,1294,0,[0 0 0 0],13
1412,1295,0,[0 0 0 0],13
1413,1296,0,[0 0 0 0],13
1414,1297,0,[0 0 0 0],13
1415,1298,385,[662   0   0   0],13
1416,1299,0,[0 0 0 0],0
1417,1300,479,[86  1  1  2],13
1418,1301,0,[0 0 0 0],12
1419,1302,0,[0 0 0 0],13
1420,1303,480,[44  0  1  1],13
1421,1304,481,[25  1  1  1],11
1422,1305,0,[0 0 0 0],11
1423,1306,0,[0 0 0 0],13
1424,1307,0,[0 0 0 0],13
1425,1308,0,[0 0 0 0],13
1426,1309,482,[37  1  1  1],13
1427,1310,0,[0 0 0 0],11
1428,1311,0,[0 0 0 0],13
1429,1312,0,[0 0 0 0],13
1430,1313,0,[0 0 0 0],13
1431,1314,0,[0 0 0 0],13
1432,1315,0,[0 0 0 0],13
1433,1316,0,[0 0 0 0],13
1434,1317,0,[0 0 0 0],13
1435,1318,0,[0 0 0 0],13
1436,1319,0,[0 0 0 0],13
1437,1320,0,[0 0 0 0],13
1438,1321,0,[0 0 0 0],13
1439,1322,386,[662   1   0   0],13
1440,1323,0,[0 0 0 0],4
1441,1324,0,[0 0 0 0],13
1442,1325,0,[0 0 0 0],13
1443,1326,483,[59  0  1  1],13
1444,1327,0,[0 0 0 0],11
1445,1328,484,[39  1  1  1],13
1446,1328,484,[49  0  0  1],11
1447,1329,387,[68  1  0  0],11
1448,1330,0,[0 0 0 0],0
1449,1331,0,[0 0 0 0],13
1450,1332,0,[0 0 0 0],13
1451,1333,0,[0 0 0 0],13
1452,1334,388,[1202    0    1    0],13
1453,1334,388,[452   1   1   0],1
1454,1335,0,[0 0 0 0],10
1455,1336,0,[0 0 0 0],13
1456,1337,0,[0 0 0 0],13
1457,1338,0,[0 0 0 0],13
1458,1339,0,[0 0 0 0],13
1459,1340,0,[0 0 0 0],13
1460,1341,0,[0 0 0 0],13
1461,1342,390,[1257    1    1    0],13
1462,1343,0,[0 0 0 0],0
1463,1344,0,[0 0 0 0],13
1464,1345,486,[21  0  0  1],13
1465,1345,486,[79  0  0  2],8
1466,1346,0,[0 0 0 0],12
1467,1347,0,[0 0 0 0],13
1468,1348,0,[0 0 0 0],13
1469,1349,0,[0 0 0 0],13
1470,1350,0,[0 0 0 0],13
1471,1351,488,[49  0  0  1],13
1472,1352,489,[32  0  1  1],2
1473,1352,489,[1362    0    0    0],11
1474,1353,0,[0 0 0 0],1
1475,1354,0,[0 0 0 0],13
1476,1355,0,[0 0 0 0],13
1477,1356,0,[0 0 0 0],13
1478,1357,490,[61  0  1  2],13
1479,1358,0,[0 0 0 0],12
1480,1359,392,[1133    1    1    0],13
1481,1360,0,[0 0 0 0],4
1482,1361,0,[0 0 0 0],13
1483,1362,393,[707   1   1   0],13
1484,1363,491,[70  0  0  2],0
1485,1364,0,[0 0 0 0],12
1486,1365,0,[0 0 0 0],13
1487,1366,0,[0 0 0 0],13
1488,1367,0,[0 0 0 0],13
1489,1368,0,[0 0 0 0],13
1490,1369,394,[450   1   1   0],13
1491,1370,0,[0 0 0 0],0
1492,1371,0,[0 0 0 0],13
1493,1372,0,[0 0 0 0],13
1494,1373,0,[0 0 0 0],13
1495,1374,0,[0 0 0 0],13
1496,1375,0,[0 0 0 0],13
1497,1376,0,[0 0 0 0],13
1498,1377,0,[0 0 0 0],13
1499,1378,0,[0 0 0 0],13
1500,1379,0,[0 0 0 0],13
1501,1380,0,[0 0 0 0],13
1502,1381,0,[0 0 0 0],13
1503,1382,0,[0 0 0 0],13
1504,1383,0,[0 0 0 0],13
1505,1384,0,[0 0 0 0],13
1506,1385,492,[27  0  1  1],13
1507,1386,0,[0 0 0 0],8
1508,1387,0,[0 0 0 0],13
1509,1388,0,[0 0 0 0],13
1510,1389,0,[0 0 0 0],13
1511,1390,0,[0 0 0 0],13
1512,1391,0,[0 0 0 0],13
1513,1392,493,[63  0  1  2],13
1514,1393,0,[0 0 0 0],2
1515,1394,0,[0 0 0 0],13
1516,1395,0,[0 0 0 0],13
1517,1396,0,[0 0 0 0],13
1518,1397,0,[0 0 0 0],13
1519,1398,494,[51  1  0  1],13
1520,1399,395,[852   1   0   0],8
1521,1400,0,[0 0 0 0],7
1522,1401,0,[0 0 0 0],13
1523,1402,0,[0 0 0 0],13
1524,1403,0,[0 0 0 0],13
1525,1404,0,[0 0 0 0],13
1526,1405,0,[0 0 0 0],13
1527,1406,0,[0 0 0 0],13
1528,1407,0,[0 0 0 0],13
1529,1408,0,[0 0 0 0],13
1530,1409,0,[0 0 0 0],13
1531,1410,0,[0 0 0 0],13
1532,1411,0,[0 0 0 0],13
1533,1412,495,[44  0  1  1],13
1534,1413,0,[0 0 0 0],2
1535,1414,0,[0 0 0 0],13
1536,1415,0,[0 0 0 0],13
1537,1416,0,[0 0 0 0],13
1538,1417,0,[0 0 0 0],13
1539,1418,396,[351   1   0   0],13
1540,1419,496,[56  1  1  1],7
1541,1420,0,[0 0 0 0],11
1542,1421,0,[0 0 0 0],13
1543,1422,0,[0 0 0 0],13
1544,1423,497,[43  0  1  1],13
1545,1423,497,[160   1   0   0],11
1546,1423,497,[97  0  1  2],1
1547,1424,0,[0 0 0 0],2
1548,1425,0,[0 0 0 0],13
1549,1426,499,[103   1   0   2],13
1550,1427,0,[0 0 0 0],2
1551,1428,0,[0 0 0 0],13
1552,1429,0,[0 0 0 0],13
1553,1430,0,[0 0 0 0],13
1554,1431,0,[0 0 0 0],13
1555,1432,398,[359   1   1   0],13
1556,1433,0,[0 0 0 0],1
1557,1434,399,[205   0   0   0],13
1558,1435,0,[0 0 0 0],1
1559,1436,0,[0 0 0 0],13
1560,1437,0,[0 0 0 0],13
1561,1438,0,[0 0 0 0],13
1562,1439,0,[0 0 0 0],13
1563,1440,0,[0 0 0 0],13
1564,1440,0,[0 0 0 0],13
